"business_id","yelp_avg_rating","review_count"
"S3-JpB5dBhMXmauMqeoN-g",4,291
"vUgCHg2pWUrbg_xrJZz6Lg",4.5,130
"1DaqBYCDuBwooGNPRv4--g",3,127
"eS29S_06lvsDW04wVrIVxg",4,1047
"ZARPISrzPW6PrMSwexHnxw",4,119
"yIxP32hWfZm5gyYUUh2WBA",3.5,101
"vrKcFQPxj1Zzyj93yl-t6g",4,257
"hNsRj2nXuALlJS4Op-8MmA",3.5,222
"AyZePvrWz73d3B0hafFCKA",4.5,115
"3r_y_cjRlobJNApmXDJoRg",3.5,101
"JMiaNitMzMbJm6Kh0RbT5A",4,448
"EEGajOchS2BIZNvJcPK3uw",4.5,335
"fJ7uw4dDFIga57868Oz1EA",5,483
"e-YnECeZNt8ngm0tu4X9mQ",3,104
"U4OLUFb9VxMmpMXm1ZF-cQ",4.5,326
"eiTWTVThkHr-DKXxIysbgA",4.5,172
"ZfPcpbZssIMrYBSg9jXNdw",3.5,104
"8IOhaDNeFDxp4pSrw2IZIg",4,108
"c0F2t2j9MJ2gUBUPky-dqw",3.5,149
"sm0stXMEmnR4fjAAVbCYtw",4,132
"2bK1ng2mnRdtTh_BDNGmIg",3,274
"Rd11Bosr8JkfoUhZLzpuxg",4.5,521
"7o2BZbRWeBIInSCf5b_SvA",4,114
"ept9mIlqGIsemr6w0RczaA",3.5,303
"SqxIx0KbTmCvUlOfkjamew",4,254
"LZSyWy4IHgXg6QhW2jrBlw",3,105
"Pfi812k1E6TMnC1NRzH3Pg",4,326
"mBzL2_AKRD5TFQwMA6Itdg",3.5,135
"qWSwDbtJRBvKTiMpH3rNLQ",4,191
"g-I48SaHtdIGR5ZEoVeNFw",3.5,291
"fCkfyCr1gFczZC816a9pOA",3,127
"Tl2nqtPXlLbAG3qkUYVM2g",4,124
"dUffgo9Lh_Vk9TLuFR5ywg",4,417
"qOUPufwF51EhQ21TGIgBGw",4,107
"vsFFbN71ehRCp46KeR5RdQ",4.5,592
"TXU6j2y9Nem41SxxUUgA6A",3.5,115
"9cw870n3gsGikVoOT5YOYg",4.5,312
"Ws8V970-mQt2X9CwCuT5zw",4,123
"dTuT_G3Zp79RZmnF3oxfiA",3,195
"uthbVCNZqmExJTzhII9iNQ",3,267
"ms7cmWkPiSBDTnz-1sv2kQ",4,432
"PebX-Sf_h4FJGgsRAA5Fng",4,140
"Ava9H-t4scVmP7u_onh7pg",4,149
"_gO1inMQhfXlK_S46SgGJA",2,161
"-dFfucHmOtgDmDneps-mgA",3.5,156
"hDJZh2TD9f-TVEVun75IJg",3.5,123
"gqjUOwxbj6wt-2SO5fGRPw",4,108
"VmVTDmlLZdwoRVTJO4niaQ",3.5,116
"RztX0zV7ObHZD08SDUhI0Q",4.5,339
"dAmVTQ6ukuLh4UxTmBoRkg",4,189
"TH6mQqMfKATGjuW9SfoVSg",3.5,140
"8716XDB7zw_gBfXg0EBZEQ",4.5,122
"tulUhFYMvBkYHsjmn30A9w",3,147
"95CCHowiE0W_ovv5-9lQAQ",4.5,209
"9dqdzRzjSfbnMvjUGqWBAw",3.5,421
"FBSWwaE6gR7KAOyG1QhakQ",4,222
"pCwOCE-cycl6cMEa9O6bZQ",3.5,142
"dVhGY-mNwTWQzK01Zxuclw",3.5,249
"Lyn5sYu1rfxdmntbaOoZJg",3,169
"gHutuGMMMH-5Qv9DbemLFw",3.5,218
"YILyHegzhy1vlc_LNVfObw",4.5,240
"tCkjFVOL2Crz44D8_FDozg",3,110
"eJ9L40jm5VOXCIq7xs9kQw",4.5,164
"TeHB4-F_5Mwg1VE2Uzu0Ag",3,311
"Dxaz8OxaadecnWol18kAtw",3.5,722
"9lqPRnnxUA47dacFK9lhtQ",3.5,183
"TulmRC5V0--dnXYd_GOSvA",4,148
"euL4wrPoczkOBkS93pxv5A",3,104
"k-XN0KuOWPU5xZlfXOVSlA",3.5,134
"27_N5P9HZ86IviONPT_twg",4,221
"zfiSQ1dl3vTJ-og96eqXGA",4,156
"7JR42RkKub9bsBSeXfAjew",3.5,172
"_FXa_6j-6UDsxWo-KX7WvQ",4,311
"ZQwDPmRTCXFrNJpeqKihJQ",4,217
"kBJfBVaXJtPEKLTov1hJdQ",4.5,357
"fzRxHv7XnnDqTmX25tVbJg",2.5,263
"ttuEwktrkmh3TUlSFPZqAA",4,340
"AMkZ0TvxfVZfTOHuWTUaTw",3,197
"umxki_So2--o08q9bkXK6Q",3.5,229
"L2iT7pipc455Tgpbo35_mw",3,182
"hRZadfm7OEOzk0qjuk8BXg",3.5,358
"RADloW1UROUn4FJFU4JJNg",3.5,219
"_xt4ZyvtgY8Xu_O6SpSB5A",4,109
"UGiMMw54qYxac0eE_cBbaA",2,124
"evdJO0v9rvVixieNEnaeJg",4.5,258
"IhNASEZ3XnBHmuuVnWdIwA",5,769
"WozMtihgXeD7tiiVpShLkg",4.5,112
"K1qs4e30yoln6scnm-tmyg",4.5,116
"6hZgMg9rnDCC0RBVRlkZwQ",4.5,128
"qeJnMI5RmyJ2TZvkqvjn6Q",3.5,157
"BA2tYMpTHR3i7X-6qtcWaw",4,276
"wdCH53icp_R2jJDrCZk42g",3,139
"l8k4gOEkfoLKq0mPVWHWGg",3.5,356
"Yl2TN9c23ZGLUBSD9ks5Uw",4.5,406
"0D6NKcLzVfQ3RcEPySmzDw",3.5,104
"_MVSmAYSl4RkgXBg5e8JaQ",3.5,225
"-oSII3bw90cvyLmgsHgmpg",3.5,160
"skQ-HIR664Ivp2-A4kOfnA",3.5,168
"SqL19z7A7LB91RkWWwWvnQ",4,169
"ml916FaOdF870Jrk0ZQETA",3.5,330
"Bx7SDDMr5Y278PFIy0nsmQ",3,152
"44kd3YdkhXj5XiSPs5XNjQ",3.5,449
"n8RVrpWpcd3HprzEnJ3RxA",4,204
"x9HvTsA83c5r-muemxw_9A",3,180
"tYbK94fl50os3h_RjpY4gw",3.5,177
"MHxce6ztMkbYHR8z3Z1q3g",4,104
"3oajqiPFhYQJsHHiVCchEQ",4,295
"xrBQKZbhJMCtaZxeJ0tzTQ",3.5,306
"4OUGSeQeASZGn9nSb8Ialg",3.5,203
"0PCBt3JKD6IooicImKNBzA",4,375
"tzEMKoLQY-ZEE6r0FO_OgA",3.5,289
"GcxE5hK_TaHP4EZFDYz2mg",3.5,160
"93FVxoipAIYG07gisMOQhw",4,221
"qQvHYQ1uocuEnFcUdhxV_g",4.5,165
"5h7ra0kJKswSZEzbFSIpaw",4,116
"IFXL6wMLBgBSGSiLBjtViA",3.5,132
"AWaxaKm_YgTkxbW8kjsmdg",4,109
"pUUgVNS5nBSoCJsBa3fDGw",3.5,194
"ODTI9W7fHMKNWZ3g8VcFUg",3.5,192
"ylxqmxh2gO1yCpQkIk6o3A",4,168
"nRZjrWIzqKc26KjpBG0fHg",3.5,128
"MhiBpIBNTCAm1Xd3WzRzjQ",3.5,342
"zMfZLd5_h5W8ZVxTNoeJyQ",2.5,197
"xfzDtGxx6B4a27RAyah69w",4,524
"oPkaBoX_0hVIBV_VXp7nlA",3.5,138
"UXDoc76N59G6p3RUH5S--w",4,160
"Cpb142L849ilMzgiSR4a0w",4,142
"OFdMlXxtkU_nUh8jJ4W6GA",4.5,104
"lKq4Qsz13FDcAVgp49uukQ",3.5,430
"DjvpsmdtEvnyMk2vXxpc-w",3.5,152
"poX-2lODvtmkR6pve8FXFA",3.5,142
"2bTfMJCido0G8U0tk8hDkg",3.5,119
"ftvZ6BVmbZndKcVPEdakIQ",4,176
"oRgoOhwCex1X9j1iQ9ou3w",3.5,119
"zINKP9rtvo2IUKTZoYJUvQ",4,193
"tbmYBmGY9C_-A52rXyHloQ",3.5,109
"fiRbomFAAtfTYOTTtnDUcA",3,177
"e2ApirIzYID9xIye0r_gKQ",3,131
"UGyEr_PMA-v1cuim0gMPlQ",4,173
"f1KNYRXm8fxIjb6rVdyk7Q",3.5,106
"jYqOPpSmtKbKzf0Z_g-Oyg",3.5,190
"nVAJZ6BJ9PPlxDXn976R6A",4,853
"1CP8aJa8ILlfM5deroar0Q",3.5,100
"JEoi9ITPZM58EnZBAubijA",3.5,232
"AXr-GJxC4JtjFsY2PoGBWQ",4,108
"ubEa6XiMt6gOJ9xsUkbpEw",4.5,201
"tzl4KHt6ZAwyUJIEyemrtQ",4,187
"SEjyjYlMfFFzkHaru6JadA",3.5,316
"7ODXq--HE7QpzvWwgk5rMA",4,175
"TA57efJ1C0acoCx5mtLnJg",3.5,235
"hqtZ2NmUlrNtHp7xW2BWoA",4,185
"ukCTLs6T8LY1eUBXiAlmCg",4.5,473
"skJ-AlN0DT9pmBDz0ixeJw",3.5,116
"FGy4UJ1Qri_KruPZiPmWYQ",4.5,233
"ExtP8z3SVyut_RICc9i_DA",4,178
"tTzQZTrwBgwxMch77nCJfQ",4.5,203
"Qy_tDaVTWlS14fEglzo1Tg",3.5,307
"vodCM302JJ_P9yJt1WuH_w",4.5,126
"3Hu-IPhq5I_jyb3YfeHpGQ",4,172
"0FrYsoVHheQGoXEQsH2d2Q",4,110
"m7Pr86BWoqbSsLo4e0TERw",3,137
"kUz5-7Nm-gzQAmvgvegbLg",3.5,152
"FSnqO-YWUdRb0Xc95nXbvw",3.5,428
"tIiiq23utFKTs1At2bVD6w",4,166
"QFqtVX-lyZQgVHQrG-dhlg",3.5,273
"wx7fvfCq53tNFieI4FiBWg",4,123
"HNv5U4CnJIY5CiwdedVrHQ",3.5,112
"KMxOoHyRKP74PgosuRkkdg",4.5,248
"SRYM6FaIF6LuXldcC1PY8w",3.5,140
"XVS-zdj4Z6TihagZcZZ7pQ",4,154
"zg5rJfgT4jhzg1d6r2twnA",3.5,143
"mUVAMNN7BCQ9HGA9w_7C1g",4.5,340
"bfVpHvjir2G2Z9wVeddw4w",4,270
"ZCzey5aPhd7jYIoHsUfjmQ",4.5,532
"mnwRtuVQEsIUomBchu0gwg",4,927
"0-WocGTpO3Zm4q1Zzz49Rw",3.5,120
"kG4dBv7FYM7y5msCKb-wcg",4.5,126
"EUxbuNT8BYPs_h0vVMy2pg",4.5,198
"G099MT9cwtwgdsR71JLp6w",4,129
"-kIscN8I29eXMPkvyyxmRQ",4.5,475
"mISfQv_it_TCXpFf4BFzaw",4,234
"qkDlRkNfrXE_4t2vMrTo0A",3,125
"CYbrDESVuf8wpxRbxgBMJg",3.5,106
"Fr5R5w74Xg7sKMlt4PPtHg",3.5,140
"tuCLe8Rose9TzqDw21ycIA",4,105
"L9pTWWAATj7HoLaRe6ZA1Q",4.5,282
"hSKL-eAU_9rEyA3qmm8l-Q",4,121
"dn_ipqbm7_jUz5X3rDez_A",3.5,1278
"DEeGnshpgUOIOjhq_dd5Ug",4,181
"oezMXnkdUQMuMH7RuKaiyw",4.5,166
"iGEvDk6hsizigmXhDKs2Vg",4.5,736
"hroo5nOO8b9QhHX0GLg7oA",3.5,779
"OtSbxxD-WNzlNQlDGpXFSA",3.5,204
"fskIA-YRflPnwHWL7Q8bLg",3.5,183
"IE0QRqaUSW51RmShZ9dX1Q",4.5,118
"uSGsLjKb7lG_-CsKAGI-uA",2,153
"GQSmxqRi_s9U9qd5gHLKAw",4,109
"PGCmPHJdeAREQKYbhBMA5w",4,139
"el-3IdlW3bTCSnquLvH-3w",4,112
"Q9is4jcGh5FT_1sAKilu6g",4,339
"bI9_dtXS9qN0Gmi7YbRm5g",4.5,180
"hmltG5aNY43I0NVMGTmPHw",4,123
"bIA8SE0KHRjzh5WmN8iEkg",3.5,145
"08-b4GbZxOzzo9XSJsR-tw",3.5,107
"rhG-H3PNvMtuNdaKFcRwjg",3.5,120
"stK7zVTmMar1ThpzT0Wjvg",4,282
"MNaPOkqm2vKeNG8EqkZWCg",3.5,246
"Xhf3nW6UahoVpRMkVUlnJA",4,136
"LR1JNvpNrx2N4HNAyhHvrg",4,145
"2SbyRgHWuWNlq18eHAx95Q",4.5,130
"uYtlrzBwtekPt8GKwUBoWw",4.5,176
"-9eNGMp8XiygI8t8QFuFWw",4,294
"mklo4H47YWK7f18YXTCEoA",3.5,100
"cKgUCzMGuRgkbKXUsgeXUw",3.5,617
"h58IV-LbmpycdzlwVhUhgw",2.5,164
"f-7sTbx8u7c9t1-r_Fdoow",4,206
"bgNmUYcraelf27TviWEMGA",4,206
"z3ZFXtKGfDXevTtqLTFhHw",3.5,118
"-fiUXzkxRfbHY9TKWwuptw",4,387
"L2c-qKZWumCmOCR-dqBLrg",4,244
"2gI7dlktBQXPZiuOW-HWvw",3.5,103
"1SknhuCmaR0PIIjQY3e6eg",3.5,197
"WWOCqk1Vh605xP-lcb9lhA",3.5,103
"vR5Hppx__U_VXObK8VPLOw",4.5,126
"hlrZHM4D48XiQtXh6cRg_w",3,196
"eAf1fi8wlDt433b6ITQtlw",3.5,125
"TKDL0wiztnEr_rMkX8ZomQ",3.5,119
"KVpvE6pOPM9KMvak4HFsNg",4,463
"XmsBtCykUtObXg4Q1mYpvg",4,777
"2t-a8qkgoRiiohThDVjfNw",4,171
"UdEmYOnk2iJDY9lpEPAlJQ",4,314
"4c19YWOjPmbFUK4-V2GEvg",3.5,158
"DYuOxkW4DtlJsTHdxdXSlg",4,581
"e7M2GgkCfDYTxdPN1LL1sQ",3.5,106
"u9R0_pvEkl7QGPJYH3j1sg",4,287
"QYyzz8EbhazlLzwet-Jv3Q",4,118
"PjQngP_7m7PA8K1WUHdXqg",3.5,109
"znWHLW1pt19HzW1VY6KfCA",3.5,376
"eVCaX_hbNVFjM-XXahovYA",4,165
"Bm8nRUsZ-dK6g2eJLxMTOw",4,290
"X3ec1nuK2BmOULN4Kk3Fgw",4,333
"8Zq11pzOup3-iwOjdMMwDQ",4.5,137
"ewEDv_q-K0fV0FepkHB8sA",4,360
"siXCBrVFOXicbM2R-33-8w",3.5,405
"Ehy00JWQixgoXzisVKhvag",4,604
"Pnv-BffVgfQmXb8y_DEWMQ",3.5,117
"JccZKQS8-5Oikp0u30zZ8g",4,143
"7l-CCyNnvT86GMR5EtYjog",4,223
"5nZVVPO_cYH9aQeClTP9zA",3.5,197
"p9v9Sl2g_ibaajWvO0NjkQ",3.5,387
"1CqDdPrrb0xvQpgu7fhI5w",3.5,146
"H_FkQxifSo13B2FWjhp36g",3.5,558
"dy0O7DaSUd49NZWSEtvz_g",4,113
"rFRNjwr6Z3r4agQG-LtluA",4,103
"H4AvltDM9QY8Up8z-ybUyQ",3.5,119
"J3_FTjy9LAtTtoW_cLwPxg",3.5,176
"BBTkC1Z3ZnEE916SkCONIg",4,132
"Mh84_j7YmRrAcm0DWV4bUw",4.5,493
"-raUM9T-1dKPiB5_vRmFYA",3.5,169
"xAg2w4pxJURbB2edAg2wMQ",4,249
"uT7iCFfZV018S-Q1ox5O7w",3.5,113
"NUT7tou1Uvjh0GB4I41Qig",3.5,304
"poSV39UqEg-gpESXafS9-g",4,200
"Gq3OgSd5KflKuwNJmuWt7Q",2,190
"eJNHwNoCk_hZbK8AeHDZ9g",3.5,238
"UNI1agsPX2k3eJSJVB91nw",4,1400
"EZ9Uf-lSRtj1fvdMQlrwAw",3.5,142
"wd-pzPYNehT6QTsc1qr7pA",3.5,112
"FRuuIDOd21pTJHvEGIt1Gg",4,208
"SEH79jbg5Q8cCozCnhqMHA",4,218
"Jw3iaQalS9-1aeXkKh_plA",3.5,220
"05BpxQYVbywxliQ9yA0CKw",2.5,130
"NEVA0IYbawceL6kz5v5DAw",3.5,229
"X5oaz9_MVz-1ng83HuI4ZQ",3,100
"wJY74R0zAgjxvBf-d4gm9g",3.5,200
"qxVcSWGKyH3HkkHV8NinDA",3,257
"w6F502EKMyn3ONbGT2bQxw",3,118
"js9rQZAlA5rr7oSBRRcCDw",3.5,131
"ICrUihrSJeqKKkdqsf14KQ",3.5,205
"UJevx59U-bi6fRADCSa7LQ",3.5,159
"0uMK11Hq5pTLyxLE1lWRzQ",3.5,143
"2HKQSZxgfixCLRZQLHdo-A",4.5,256
"fZGTgKUNKKuOKC2tg4pQFw",4,107
"fSBhe0A6Dfa8JCYccfpMog",4.5,353
"jeTfL2kCyBtmFGSrSQHqVw",4,142
"jlcnzJ_0Sr2w3l7Z9HaVow",3,158
"E-LZ0Xl1ETDeMrtM9H3-PQ",4.5,444
"L9qDnDHSnINNjePwrJz-uQ",4,203
"rTS8LsUmNIiXsXydE49tPA",3.5,1169
"ESzO3Av0b1_TzKOiqzbQYQ",3.5,160
"JWsq_5AX1vDi-cG7iMJQCA",4,179
"uCi2ropZuhG4XVcMDaurAw",4,289
"LV-oONzEA22qiBEFK1sckA",3.5,288
"osSwv6CJy5hDKQdOKeyTow",3.5,381
"ZJ0gQp0fcnIDiZv0m9--Gg",4.5,129
"u9t37U-maYXPJSSEikn7kA",4,128
"VfFHPsPtTW4Mgx0eHDyJiQ",3.5,262
"ghKN6NeyIBn9xxS0fO7SQQ",3.5,108
"TAEMcgLcCLebzn8Jd3nVRw",3.5,151
"l4pAkHCVUKAcDvo-iNSbYA",4.5,387
"LQFmktF43j2NPncKdNd9mg",4,580
"iKMLsX1Je7P3wAOEc9scDg",3.5,196
"jO3ikdNbF_TGGv87izTkEg",3,175
"NpFtNc51LaZr8Y5_o2wRaw",3.5,205
"ptiTZuUff6I-OgnfSD3Urw",3,105
"WHlbUb5SNdXDKYfkNDo89A",3.5,108
"Bo3dqwrjRbGFDf3S59HzDQ",3,174
"iPyhXWQ2LVSgBlQA4vqKJw",3,117
"TAoN9nsibXOxsOnnG7Kd_g",3.5,123
"5shgJB7a-2_gdnzc0gsOtg",4.5,1313
"P2uPCEBP2VZsApnvEHCgag",4,103
"EnCIojgP5KTr1leaysFE3A",4.5,1045
"HgdFqAvK31fB9sgBdOzo9g",4.5,857
"dk1MV0MP32Xq-iBxzewl0A",2,141
"iZJ5pdY558VodrEumGyVug",4,193
"htQgj-ANQpZGpIpkkrEmyQ",4,246
"GETVAz5SCk8rFziexV54Aw",4,131
"_Gv5HPQBM3fzI9bOUYFYuw",4,211
"-pV9kWNoA9vyHfM_auYecA",3.5,320
"2um9bzTSvD3f2tkdBoA38g",4,163
"ICdoTODBaprN0UReete9VQ",4,360
"rhKzcgMm8CDhu7RZz_XxqQ",4,174
"CKoDbOpF_CSyy6_lttqjKg",3.5,186
"ksto8NA8KkgB1xIlEVWm8A",4.5,126
"GhWMl0J2gOOH61BhBMTAAA",3.5,166
"orMlHMLyHSldYgzfFTaeoA",3.5,312
"15LVDu1_v97JEx-g97wnfA",4.5,131
"T8-8C1C7QwxzZcMGK_8H4A",3.5,321
"vzqzoa-plufwTsQUwW_s6Q",4,103
"QYuojrlW94mpEwnp0uUIWA",4,201
"Abm-1HRGPyevBtnC3Rpxag",3.5,249
"_6hReDyVSr94W2WMO1LJLw",4,237
"l_kefVF1frmC0xRW2YkvUA",2.5,187
"gY95Q7BVB636-tAcDqC9Ww",3.5,115
"yGMCl0vYigshkXiZFIDTNw",3,120
"HQcel0uvg7N7KfhHJChfSQ",3.5,815
"89uU51kOiQXbJHVA3C6XMQ",4,505
"cghHesD2NXV5yUu-ZAxE2g",3,142
"Oto60yDwk1z72WmfWEYrjg",3,158
"T1EKhweXQnRP3niBrBL7Ug",3.5,101
"nHFJtud7jWZhM9dHQ1eIRA",4,326
"i4hvmTd4RH9HvOyG8ndYGw",4,100
"uKKNw68mZZaa1jcyszEbyA",4.5,599
"vOY6w1Q45Iod8sy2c8zetg",4,131
"GU0zNpgisY-pV3U2Sfdp6A",4,120
"woP-omtF0PobX4JxXpZa7Q",4,224
"h6Y1-KfN2XBkcrV85CS8yg",3.5,580
"dPGs5b0N9MarZjVgQVelGQ",3.5,216
"Bf-yMQiSmDZyqfGyFKQ0bA",4,121
"0kag5JGemji05P3oxx4lpg",3.5,108
"tj1IM_2-ks08bk0JZP95DQ",2.5,128
"CV0knwCFA-x-8jJHot6Few",4.5,276
"Xv4PTiQ_scrhC4oc5kf6aA",4.5,103
"7jgyxiA4e-rikpoOHrPW6g",3.5,101
"f316rUVOmOM2VidXN2KAvg",4,158
"xULATz2siGXOPia614mg2A",3,332
"lveadz48Q0_ke_p80D2rhg",4,206
"LvnOhs9Udhyp5adF7Cq98g",4,157
"UAU1aSlqgrZwZ847npH37w",3.5,114
"zb6PLyf8zHffr-rj3ez1lg",4.5,108
"E3yER5W6Wsyc5ncGKb9Nzw",3,100
"ym5FOqL6tGbgynzwKMHZuw",3.5,382
"RUxAdd3mmNkejoTAX2YIDw",3.5,117
"ovlWOSKVjGecnaPuZLv_OQ",3.5,188
"M9fOuiesoUSaouOqNQ3U2w",4,148
"NXNa5OYmN1CNmXwHhDxpRA",4,508
"iHepzMP8-9_AXPS-u7tolg",4,127
"sKy8HkP6X-8dCKq_SzeIpw",3.5,199
"ddLH_-W5Gr9Az4M5Xo981w",4,177
"BaOZC2pK8H_ixlheytgUaA",4.5,110
"gwd1W_0Mgzqo3QxgXrt16Q",3.5,200
"qaNt4vtVdge_S68DVjw5Jg",4,270
"SiKTElhCaJGhAdySd7JSHA",4,105
"2YlUn3s132hNq5ueGeIiJg",3.5,179
"4VPjBVJKcxDpr00OMwxSww",4.5,149
"gHoP4eJimaMltfUlp6EP4Q",4,251
"Tc511yME8axDPq2J6woxkg",4,110
"K-SsrPH0nFExdpLrTo1X1w",4,370
"Kb_FHcPVmZpF4FlKla3TPQ",3,105
"JrB6On8q8f1_ICQSCLg47w",3.5,115
"5HGQHjavoTgcKHFa-x7r8A",4,117
"W2NzlS8OJzGfDfr9oRz11Q",3.5,137
"4zNvBpxABIbXR4GUbwO3Ow",4.5,148
"onoZsIFPJXumpV_ndxcGTQ",3.5,112
"XD0LjNuPPwJPsTAHecUh7A",3.5,150
"3u4AsqA8glBmGuxtNx5mdQ",3.5,135
"Rwahe1zbFpw6VIjb5ngZeg",4,123
"Hqs4YNST_ZHbshwyi4bnsQ",4.5,498
"JTNdV6u3DK-wcqX7ZXl5hw",3,108
"VatWIJnfdVahCRQWDMqEyQ",4.5,117
"6CjVFTO7F-q8BP7oQKB_9g",3.5,103
"8aacjwD9n3h_s39LSBmQZw",4.5,137
"FyKefsWq62xeXpje0Flcig",4.5,223
"oWTn2IzrprsRkPfULtjZtQ",4,407
"ry-rcjWrzY5nygBW_zswjg",4,257
"wX1ORSDKPkA5ftE7F6UONw",4.5,654
"anQSLdujUOp0sTCmIBi2Tg",4,270
"zUgDrRtGvK5ZTFlHCsTHwA",4,291
"ZCe93zAkxr2KOBU1NT0lmg",3.5,285
"tZnSodhPwNr4bzrwJ1CSbw",4,143
"fIcHJP6iJH15vIzV6JUROQ",3.5,174
"iA8Ve2sZKN5Vz3mYKrtCaQ",4,617
"mRubgo8WfjraJkE5Bvbf6w",3.5,160
"wcR9Vbwn2EmlSeV7uBUIsA",3,166
"G6EkDTXZ6zMUovg7JTG4YQ",3.5,119
"um_o0pxQ3DlRI9EfCzw0hw",4.5,245
"MohTx0z3LnzAnr0bIsstHQ",4.5,132
"fE9SP84G6TZrv36FLbCy7w",3.5,197
"I5RoKagQjGYCWgY4_fK_rQ",4,116
"W537pidoTVQmn9x1GPpxgA",4,317
"Iw9k29FJCZ0fC68oxK1NtA",4,114
"I-5qHCVwT7k_KH67-YOx3A",3.5,417
"bRZSm_1UQdmU6QWZfO9h6w",4,237
"jb7pFtM4J5Hu9tCaoGxnRQ",3.5,110
"gDOuHjntsN37XEjROoQ2Aw",4.5,323
"TQPxHfKykLLG6echeHru-g",4,105
"vU8-ATy2-MASm-bQXdhRaw",3,111
"_3lIBvmGuRzry5FNN1WprA",4,113
"Pk6A3Pqs6_qPLNevdADrDg",4,157
"gMN6VKmu4E1EmlMYzz9A3w",4,122
"kgmVm_ZbJsJpSye27xccvg",4,168
"GAyHbuUTtKAdpHiFGJuezQ",3.5,164
"VZQPYoK6l_vo5jwYgabJdQ",4,157
"dLc1d1zwd1Teu2QED5TmlA",4.5,615
"YNDxeeRUARbd8GRnscJSvg",4,335
"sJpl9ufYT87UWhtW-5UkmQ",3,108
"079CV1EE5WLdQqVEVYFeHQ",4,124
"yk1H2EzzLE8XvIlPF_mRuA",3.5,182
"zY6f_cFY8HTI3hLlJj3SOg",3.5,177
"URFhSrJPk7JM2pUtsuWsAg",4,383
"uhb7nSskHRm5RFbGkGlGwQ",4,183
"TxNeo206T0jMvRRQ4nKSIg",3,118
"goZV-PlwLJOB8s5O3GruxA",4,145
"PNzir9TtJAD7U41GwR98-w",4,160
"sJNcipFYElitBrtiJx0ezQ",4,748
"4IXTkqYmAO4XH4nXnwc67w",4,112
"D2_y52mbmTrNLHux6aCrIg",3.5,114
"q9_gLvTNf11etVxbH7JY0Q",4.5,172
"L-_-9JNAb6UDyq7waykX2A",3.5,129
"tVyLQzyhhinKcGzlZIFZjQ",4,210
"FcCUyrq-ZdcRl_h-k9-CYA",3,104
"BhueLLvA0k9G1Lr0WeZX9w",3.5,185
"0jAexNHRHhkQv4zNYqenBA",3.5,281
"24UDZTAMDUaugpkchFk60w",3,150
"iAD5r5vNOzc1AP6UA5yFiQ",4,106
"6MpOzb5ImLdDXHsn4HwI-Q",4,149
"0NgePUfXd2TG0kWgsQRq0A",4,135
"Y-S2LhHefBdnX8VP5Bh_JA",3,650
"dAcaMSkrpYUZocqrLvOzRQ",3.5,109
"cKRMmytHxaSt8F0SMEzKqg",3.5,164
"u6XxSPpzjlniCEbLxFpkyQ",4,151
"1F6imE4hNPEEcsb9VHRUoA",3.5,126
"ohz8ljVxcZMo2bMGrBZfgw",3.5,375
"t6ZIBNrQjvtwor8W-u3sUg",4,141
"ndE42tcNzqjSEW_Ciz2BOw",4,113
"l9bKROPyMVm5cfQXPX09ng",4.5,107
"ijY4C4ut4M9xg3QvK2R2pg",3.5,209
"XHviODj3T9hesQPDGdPE1g",4,181
"EjBZKPyq_G9WMO01N8DnDw",3.5,159
"IRfYEXJBQXxIN2d5pD_jKg",3.5,101
"8qAtou9A4ksXGkjyLibWDg",3.5,151
"7CPGGNwHibzQtnERq7u2Hw",2.5,159
"BwuyBsShSQwO3_-SvW6fRA",4,192
"8VQu2-4UOXNm0eqVpjkE_Q",4,184
"JUY-6k02E-Zf5QZXhnKabA",4.5,126
"nYpxA8exNB1VPuM7XYS7fg",4.5,118
"3XE-poXz9CeDao-Q7pqkTw",4,234
"P87jyPn6MkeO-zo3EZWL8A",4,103
"02BXFKzu1rgaYulNGYvi6g",3,178
"VxrvGKfba7rBDNLjc-Wy3A",3.5,129
"oT82GLKa-ntmiV00sd6PGA",3,123
"zuVvDYJkKAbXQTTBauAqJQ",3.5,255
"gqEW_dPfTzMCP8DdLupl-A",4,192
"7MeMGh0SUlF-GuTyruwtcw",3.5,501
"s-YJpfR-LFRnH7qYVFuJuw",3,175
"ijg7qQCYnhUWBd5JUxbfvA",3,294
"AT_xDv2Lm5K7VtER1fp-SA",4,438
"HTlsBAd9j1wlWDHxnYczBw",3.5,177
"u_vSbtOYpfnzhFRfEhqfyg",4,102
"ZibmYdOPKLlqDM9oR6xzOA",4,960
"t6FCO31z5uYrCM26jCaIaA",4,244
"BrclERrbZrQNRyBmDGawQQ",4.5,130
"yh0mvFCjZuMKy562h2_d_A",4,137
"TShoU62Hm-4wH2EzwkJbrg",4,187
"QDvUdj36I_oAzXoFzCQnNA",3.5,110
"_R-rjgz4Kwi4f3u0clFeKg",2,101
"313pOZvjvoi6QI5oXgtRHA",3.5,131
"5Ktv5ZmJI0CN4L0KxDWJvw",4,308
"9_CGhHMz8698M9-PkVf0CQ",4,103
"xlb4QVFWB9CSPT7qNRn5xA",4,153
"KS_d3F_eIA6iTo6Wtj2O_w",3.5,249
"kPr9rYEkGwbRLgUHvKljQQ",4.5,264
"l8tSrCIwIyRMBHUiZ9By4A",3.5,124
"3DGtOhtb6jNdRs9T9gH9WA",4,101
