"business_id","name","city","state","postal_code","yelp_avg_rating","review_count"
"4s_cPDS_AkLP1fXMJPqB2w","GOGI","Chandler","AZ","85224",4,200
"hihud--QRriCYZw1zZvW4g","Gangnam Asian BBQ Dining","Las Vegas","NV","89169",4.5,4120
"vOfz55MmWgjNQ3BA2PnhgQ","Marilyn's Cafe","Las Vegas","NV","89169",4,474
"YtUaJkgKc1pucwdSq_DQeQ","Tee Pee Mexican Food","Phoenix","AZ","85018",3,320
"HVFKw_1abKVGYscxYKlKYA","Al's Beef","Las Vegas","NV","89146",3.5,163
"rW5N-fiNhqb-fR3bGqyPdg","Rosie McCaffrey's Irish Pub & Restaurant","Phoenix","AZ","85014",3.5,274
"I_a74zmgR-X03LsKISWPcg","Snoh Ice Shavery","Phoenix","AZ","85014",4.5,528
"Ktia9NJfvxVxTLVcEnw9zQ","Carolina's Mexican Food","Phoenix","AZ","85022",4,371
"_sh6mIBWZis66mAjkjN8Qg","Rachel's Kitchen","Las Vegas","NV","89134",3.5,209
"l-D0uS-tgmhkFpHKBXvPQA","Chino Bandido","Chandler","AZ","85224",3.5,377
"L772e6l2Yd0DJEyCBxBNng","State Street Brats","Madison","WI","53703",3,151
"vx4YAA02Qz6khRD1fZ1MFA","Ping Pang Pong","Las Vegas","NV","89103",3.5,697
"VGhyoDJRrebP8ZKWx9L8Wg","The Tennessee Grill","Anthem","AZ","85086",4,140
"YqjDX0TPge-EB73uzgyS3w","CHUBZ Famous Chiliburgers","Charlotte","NC","28217",4,107
"csy-xJWM68SXabizUIhucA","Little Cleo's Seafood Legend","Phoenix","AZ","85014",4.5,260
"-ilCufjKjeswCLyIrCtuqQ","Tequila Bar and Grill","Las Vegas","NV","89136",3.5,167
"tDYcVluqZwieulc1iqxGXg","Autumn Court","Phoenix","AZ","85018",3.5,159
"0bF6jv97Z6VbruRpepUOcw","Cholla Prime Steakhouse & Lounge","Scottsdale","AZ","85256",4.5,145
"kRgP3LxO2ugBrC1YpWLncA","Bangkok Thai Bar-B-Q","Glendale","AZ","85306",4,108
"WlBvw6R1Qe2yIaZp-2ilZA","Toros Cantina & Gaming","Las Vegas","NV","89138",3.5,236
"XMrLwzmEAsfNpbKRC7vUzQ","Taco Mac","Charlotte","NC","28262",3,146
"S37sKRRfkhFZRpxaYzWo_A","China Magic Noodle House","Chandler","AZ","85224",4,426
"LiBnff-ZuzW16zIvZgFOfQ","La Canasta Mexican Foods","Phoenix","AZ","85003",3.5,104
"pFQaji0idkrzv5J-qTQ82Q","Golden Corral","Las Vegas","NV","89104",3,569
"kd1VNJdd92T2eQ4hqvYQ5A","Above the Crust","Las Vegas","NV","89149",4,158
"ZICX0zom1rky89kdOQ-U_g","Harper's Restaurant","Charlotte","NC","28210",3.5,128
"DkZnIPTPce-R2uoF-euYyQ","DT's Filipino Food","Las Vegas","NV","89118",2.5,211
"TEaBolNAkOdRm2gvIYz4OQ","Poncho's","Phoenix","AZ","85042",3.5,202
"hDDh3dtuFZyty5KOUN0JmA","Gordon Biersch Brewery Restaurant","Gilbert","AZ","85295",3,210
"yPcAdikNrXEsfbHNBQUjkQ","The Zenith","Pittsburgh","PA","15203",4,148
"3ohJ9WQLb5Cbb_j1zdJ-xg","Fabarnak","Toronto","ON","M4Y 2C9",4,120
"XrcB7Of1KfHlkeXYpHLIrw","Tibet Kitchen","Toronto","ON","M6R 1A6",4.5,106
"rvnTFEq7R2ZHg0_CYbBNFw","Village Seafood Buffet","Las Vegas","NV","89103",3.5,823
"oZHbPhIj01_31jqD053a_Q","Restaurant Europea","Montréal","QC","H3G 1Z2",4.5,191
"czJKX4DmZR_1JeRmPcnmbQ","Las Palmas Carniceria","Pittsburgh","PA","15226",4.5,176
"BsvCTCVG7lrzXZ68VyyIcg","Lago East Bank","Cleveland","OH","44113",3.5,104
"ww_MXl-qDLeYdYTZZ9KWbA","Pho Linh","Toronto","ON","M6H 1B6",4,129
"cOZLg1c-UcB2Yj3baQDKkA","The Keg Steakhouse + Bar","Gilbert","AZ","85295",4,253
"RrZ2WUPuvCBAMIVC-ZYL-A","US Egg","Phoenix","AZ","85022",4,165
"h6f3QbR0n0fpS2Tu9MJJTw","Viet-Thai Noodle House","Charlotte","NC","28226",4,266
"hJkGfdNlHTfqFTeZ1xkjrw","Design & Dine","Las Vegas","NV","89148",4.5,101
"7tdVsSDXRKtLLC-fD1hJ-A","Nando's Mexican Cafe","Gilbert","AZ","85234",3.5,253
"48FexP3dPCIKi144-kYHGQ","Olive & Ivy","Phoenix","AZ","85034",4,116
"KH9XgG2nt0G6bk8-NKkQQQ","Eastwind Sushi And Grill","Chandler","AZ","85225",4,105
"RbMo9QIPDWP7nAAolS7IFA","Kennedy's Premium Bar and Grill","Charlotte","NC","28204",3.5,103
"gRCEObNuHtI61xR32ytqNQ","Palace Station Hotel & Casino","Las Vegas","NV","89102",2.5,560
"yGd87bkFijZ6YHrHtW5maA","Basil Thai Fusion","Las Vegas","NV","89130",3.5,110
"ChZUym-m7ZcH_mfIlv2ckw","World Of Beer","Gilbert","AZ","85295",3,122
"f-WuJzLy2yi7D95lPyrNCg","Zafran Kabab Palace","Pineville","NC","28134",4.5,130
"q5xrVJ4kivx_yEfJeOKNYQ","Bar Isabel","Toronto","ON","M6G 1C6",4,309
"lAR6Lj6-zBxQNqflZt0zTQ","Buca di Beppo Italian Restaurant","Las Vegas","NV","89169",3,287
"r6apfvgfl9lCFEjpnXnnxg","zpizza","Phoenix","AZ","85003",3.5,125
"zb61eT_ChYctlCXcIqlW6Q","Me Va Me Kitchen Express","Toronto","ON","M5V 1Z7",4,115
"mC39IrCp36QIVFRZIw9PTQ","Seoul Food Meat Company","Charlotte","NC","28203",4,217
"4V2KN03EJMzaoOmLOy5UhQ","Barley House","Cleveland","OH","44113",3,106
"MT-lkIacLNyC7KF2dY997A","Mill Street Beer Hall","Toronto","ON","M5A 3C4",3,108
"j0pppFcCeTnmBduZ30gGiA","Cafe Rio Mexican Grill","Gilbert","AZ","85295",3,139
"7mU3l5VjH1IxsXcxBxUblg","Emilliano's Mexican Restaurant and Bar","Pittsburgh","PA","15203",3.5,185
"x8UvTkKx9WApRsMxQ3ZPtQ","Crown & Dragon Pub","Toronto","ON","M4W 3P4",3.5,115
"--cZ6Hhc9F7VkKXxHMVZSQ","Pio Pio","Charlotte","NC","28203",4,259
"lRL7x-HMBscWyELxEVq85w","Caveman Burgers","Phoenix","AZ","85022",4.5,127
"mLjDh0vQYBCY6g9T1HczVw","Great Lakes Brewing Co.","Cleveland","OH","44135",3,123
"BskUTTscZ1XGa9ev7TlfeQ","The Commoner","Pittsburgh","PA","15219",3.5,291
"ubDO6BYjnPSIZIpWxXGdlQ","Karine's","Toronto","ON","M5T 3K5",4,148
"makqSKZaz1aUipoWBW0BsA","The Westin Las Vegas Hotel, Casino & Spa","Las Vegas","NV","89109",3,507
"Er2XAYN8l1BadlYFwiPb9g","AZ Kabob House","Phoenix","AZ","85054",4.5,190
"OPxWcHK96_cbmiF7legDnA","McCormick & Schmick's Seafood & Steaks","Las Vegas","NV","89169",3.5,218
"sUAJOwb1yFaSDreFADEO5Q","Nunthaporn's Thai Cuisine","Mesa","AZ","85201",3.5,156
"PRBSiB7ytkLKHVZoBYPxpQ","Kusina Ni Lorraine","Las Vegas","NV","89169",3.5,134
"Jy6ru0Hz-9Yc5v006-YmUQ","Fruits and Roots","Las Vegas","NV","89113",4.5,157
"f12Zv1B9crmSW58iyTR_mA","Midwood Smokehouse","Charlotte","NC","28277",4,166
"0CAzhX1w9qGD8iz4F8XZjQ","Irish Republic","Chandler","AZ","85225",3,142
"p5PRvPUhJrA-QHhm5xOU7Q","Philly Steak Express","Las Vegas","NV","89149",3.5,146
"UpW3jyJ3_kTG7oDSflwnMA","Archi's Thai Kitchen","Las Vegas","NV","89103",4,332
"wWDNwNb6ygJorKujOuifhA","Forno 301","Phoenix","AZ","85003",4.5,178
"mIl2E5qSPveA6Bl9aXAMjw","Johnny's Little Bar","Cleveland","OH","44113",4,117
"IiG1_hV_TyQgLzh2j8Zncg","Cava","Toronto","ON","M4T 2S9",4,114
"8wt-saX_qXaqVCXQHc5qXw","Sporting Life Bar","Las Vegas","NV","89139",4,153
"-PL-4fFYPYrOjnNd0lO4Lg","Stout Irish Pub","Toronto","ON","M5A 2L2",4,106
"jsuUmIEefPjV__ads62Z5w","Dick's Hideaway","Phoenix","AZ","85014",4.5,633
"Wg9272hxpu9IBTXMTB6EeQ","Chili's","Las Vegas","NV","89113",2.5,155
"nZ4HW543eDyqqE62QYnChg","The Burger Cellar","Toronto","ON","M4N 2M8",3.5,108
"yGqvmPtlFZMPhLBlNQyggg","Maui Rose Hawaiian BBQ","Las Vegas","NV","89102",4,133
"CD-N5vYkLkNE6b5YfhlR7Q","Alte Kanzlei","Stuttgart","BW","70173",3.5,106
"8yAVuMwtijEosdjiCrtyXQ","Fired Pie","Chandler","AZ","85224",4.5,404
"3rj1qpgFvkRWtAka17mhEQ","Mimi's Cafe","Las Vegas","NV","89149",3,169
"8BG2u8inkqzCb2tm6YlqDw","Kona Grill","Gilbert","AZ","85295",3.5,232
"mm2wLW24ESxNIEL2bjseaQ","Poutineville","Montréal","QC","H2L 1S1",4.5,323
"-s_U95xEEmJu5GK-srqpUA","Chutney's Indian Cuisine","Tempe","AZ","85283",3.5,214
"0QBFtNNj9RIggZGeivcbEg","Plaza Bonita","Phoenix","AZ","85085",4,128
"B0Vm2tge4I2JJlZhD4sl0Q","35 Steaks + Martinis","Las Vegas","NV","89169",4,173
"K75oPh837az2upKWPS2LUQ","Paul's Pel'meni","Madison","WI","53703",4.5,273
"b42EKdSk61zd_FEqEwioYQ","Upstream","Charlotte","NC","28210",4,181
"T-eEjmbEeQ53ezioW_9vxQ","Phil's Italian Steak House","Las Vegas","NV","89136",3,116
"wHq1efQVz17338k_aUOX3w","Hob Nobs","Phoenix","AZ","85003",4,229
"WKOUTdVJS58E178JjhwidQ","Pastel Creperies & Dessert House","North York","ON","M2N 5R6",4,217
"DESv2ys6SjBKA4SyDtJvxw","Ferraro's Italian Restaurant & Wine Bar","Las Vegas","NV","89169",4,642
"JJAwT9R6Fp2yyWHtWFA8uQ","Sushi Way","Las Vegas","NV","89169",4.5,615
"Apkr-qykgpUI5ltIw7B-7Q","Stake Out Bar & Grill","Las Vegas","NV","89119",4,100
"nK4PaQEpSXW6-2F_hID6pg","La Stalla Cucina Rustica","Chandler","AZ","85225",4,189
"DzVexh7EGld_2ziA1lRq9w","Smashburger","Scottsdale","AZ","85260",3.5,118
"S3kcGHznDcyzsxkOhSZeLg","Crisp","Charlotte","NC","28204",3.5,154
"ALkOqlWODyxPg5VSp0HLrg","Zakkushi","Toronto","ON","M5A 2K9",4,175
"qnFdBp12seAxwe2_iHM2bA","Laloux","Montréal","QC","H2W 1P3",4.5,125
"dxvsOCvRPnHB6P3IN-KDuw","Sal's Gilbert Pizza","Gilbert","AZ","85296",4,291
"nXNv6jvbj7sl50w7NL6KlQ","Buffalo Wild Wings","Scottsdale","AZ","85260",2.5,154
"uChTCA6MsLAciDRklpO-Fw","Makkal Chon","Toronto","ON","M1R 2Z2",4,175
"Y3vtXQz3zPc5AVyUAsAj5Q","Pho Real Vietnamese Restaurant and Bar","Charlotte","NC","28262",4,182
"fT6Uwl6abRQfiNgxre_qbg","Cherryblossom Noodle Cafe","Phoenix","AZ","85014",4,817
"-6tvduBzjLI1ISfs3F_qTg","Joyride Taco House","Gilbert","AZ","85234",4,808
"OatOHmJMq8b44cdz6L2N9A","Darbar","Montréal","QC","H2X 1G3",4,141
"PpnHlk95jbeK261RHuXflw","Renegade Tap & Kitchen","Scottsdale","AZ","85260",3.5,106
"zlHSnkKKZLtkaX9CljvryA","Firefly","Las Vegas","NV","89101",4,120
"po0p6NIro0cDrmKkcyPy0w","To See Roll","Las Vegas","NV","89113",4.5,217
"XZxJ4fG-4a3PP9VP5jvDWw","Mother India","Toronto","ON","M6K 1M2",4,159
"IRzY7yoBqoHaZNNo8WiWQQ","Tapagria Spanish Tapas","Markham","ON","L3T 7Y3",3.5,110
"wSojc-y-d7MWiGWdy8deCg","Barque Smokehouse","Toronto","ON","M6R 2M3",4,386
"S3-JpB5dBhMXmauMqeoN-g","Taqueria Guadalajara","Madison","WI","53715",4,291
"vUgCHg2pWUrbg_xrJZz6Lg","Desert Donuts","Phoenix","AZ","85086",4.5,130
"1DaqBYCDuBwooGNPRv4--g","Czehoski","Toronto","ON","M6J 1E5",3,127
"eS29S_06lvsDW04wVrIVxg","Barrio Café","Phoenix","AZ","85006",4,1047
"ZARPISrzPW6PrMSwexHnxw","Burgatory","Pittsburgh","PA","15212",4,119
"yIxP32hWfZm5gyYUUh2WBA","Bonterra Restaurant & Wine Room","Charlotte","NC","28203",3.5,101
"vrKcFQPxj1Zzyj93yl-t6g","Topgolf","Gilbert","AZ","85295",4,257
"hNsRj2nXuALlJS4Op-8MmA","Garage Wine and Tap","Phoenix","AZ","85014",3.5,222
"AyZePvrWz73d3B0hafFCKA","JT's Bar & Grill","Phoenix","AZ","85018",4.5,115
"3r_y_cjRlobJNApmXDJoRg","Phnom Penh","Cleveland","OH","44113",3.5,101
"JMiaNitMzMbJm6Kh0RbT5A","Canoe","Toronto","ON","M5K 1H6",4,448
"EEGajOchS2BIZNvJcPK3uw","Crudo","Phoenix","AZ","85018",4.5,335
"fJ7uw4dDFIga57868Oz1EA","Fox Smokehouse Bbq","Boulder City","NV","89005",5,483
"e-YnECeZNt8ngm0tu4X9mQ","Korean Grill House","Toronto","ON","M5B 1S1",3,104
"U4OLUFb9VxMmpMXm1ZF-cQ","Pho Chandler","Chandler","AZ","85248",4.5,326
"eiTWTVThkHr-DKXxIysbgA","Sweet Poké","Las Vegas","NV","89139",4.5,172
"ZfPcpbZssIMrYBSg9jXNdw","Vito's Pizza & Italian Ristorante","Scottsdale","AZ","85259",3.5,104
"8IOhaDNeFDxp4pSrw2IZIg","Dunwellz","Mint Hill","NC","28227",4,108
"c0F2t2j9MJ2gUBUPky-dqw","Barrio Urbano","Phoenix","AZ","85014",3.5,149
"sm0stXMEmnR4fjAAVbCYtw","Two Hippies Gnarly Burger Joint","Phoenix","AZ","85018",4,132
"2bK1ng2mnRdtTh_BDNGmIg","North End Pizza","Las Vegas","NV","89149",3,274
"Rd11Bosr8JkfoUhZLzpuxg","The Capital Grille","Las Vegas","NV","89109",4.5,521
"7o2BZbRWeBIInSCf5b_SvA","D'Vine Bistro & Wine Bar","Mesa","AZ","85215",4,114
"ept9mIlqGIsemr6w0RczaA","Pita Jungle","Phoenix","AZ","85003",3.5,303
"SqxIx0KbTmCvUlOfkjamew","Thai Style Noodle House","Las Vegas","NV","89134",4,254
"LZSyWy4IHgXg6QhW2jrBlw","Romano's Macaroni Grill","Las Vegas","NV","89102",3,105
"Pfi812k1E6TMnC1NRzH3Pg","Orange Sky","Scottsdale","AZ","85256",4,326
"mBzL2_AKRD5TFQwMA6Itdg","Lone Spur Cafe","Peoria","AZ","85345",3.5,135
"qWSwDbtJRBvKTiMpH3rNLQ","Deejai Thai Restaurant","Charlotte","NC","28207",4,191
"g-I48SaHtdIGR5ZEoVeNFw","Sushi Ken","Phoenix","AZ","85073",3.5,291
"fCkfyCr1gFczZC816a9pOA","Spoon & Fork","Etobicoke","ON","M8Z 1S2",3,127
"Tl2nqtPXlLbAG3qkUYVM2g","Vincent's On Camelback","Phoenix","AZ","85018",4,124
"dUffgo9Lh_Vk9TLuFR5ywg","Oregano's Pizza Bistro","Phoenix","AZ","85014",4,417
"qOUPufwF51EhQ21TGIgBGw","RD's Southern BBQ","Brampton","ON","L6V 1E7",4,107
"vsFFbN71ehRCp46KeR5RdQ","Butterfield's Pancake House","Scottsdale","AZ","85260",4.5,592
"TXU6j2y9Nem41SxxUUgA6A","Blue 32 Sports Grill","Phoenix","AZ","85054",3.5,115
"9cw870n3gsGikVoOT5YOYg","Pier 215","Las Vegas","NV","89113",4.5,312
"Ws8V970-mQt2X9CwCuT5zw","The Urban Tea Loft","Chandler","AZ","85225",4,123
"dTuT_G3Zp79RZmnF3oxfiA","The Bier Markt","Toronto","ON","M5E 1R2",3,195
"uthbVCNZqmExJTzhII9iNQ","Paramount Fine Foods","Toronto","ON","M7A 2H1",3,267
"ms7cmWkPiSBDTnz-1sv2kQ","Ticoz Latin Kitchen","Phoenix","AZ","85014",4,432
"PebX-Sf_h4FJGgsRAA5Fng","La Calabria Ristorante","Gilbert","AZ","85296",4,140
"Ava9H-t4scVmP7u_onh7pg","Napa on Providence","Charlotte","NC","28207",4,149
"_gO1inMQhfXlK_S46SgGJA","Toby Keith's I Love This Bar & Grill","Peoria","AZ","85345",2,161
"-dFfucHmOtgDmDneps-mgA","Mallorca","Cleveland","OH","44113",3.5,156
"hDJZh2TD9f-TVEVun75IJg","Hon Machi Sushi","Chandler","AZ","85224",3.5,123
"gqjUOwxbj6wt-2SO5fGRPw","Peoria Cafe","Peoria","AZ","85345",4,108
"VmVTDmlLZdwoRVTJO4niaQ","Jin Mee Korean BBQ Restaurant","Las Vegas","NV","89136",3.5,116
"RztX0zV7ObHZD08SDUhI0Q","Spinato's Pizzeria","Phoenix","AZ","85022",4.5,339
"dAmVTQ6ukuLh4UxTmBoRkg","Maha's","Toronto","ON","M4L 2R2",4,189
"TH6mQqMfKATGjuW9SfoVSg","Los Favoritos","Chandler","AZ","85224",3.5,140
"8716XDB7zw_gBfXg0EBZEQ","Memphis BBQ","Woodbridge","ON","L4L 1W5",4.5,122
"tulUhFYMvBkYHsjmn30A9w","Hot Sauce Williams Barbecue Restaurant","Cleveland","OH","44103",3,147
"95CCHowiE0W_ovv5-9lQAQ","Fat Boy","Las Vegas","NV","89110",4.5,209
"9dqdzRzjSfbnMvjUGqWBAw","Midnight Diner","Charlotte","NC","28202",3.5,421
"FBSWwaE6gR7KAOyG1QhakQ","Block & Grinder","Charlotte","NC","28211",4,222
"pCwOCE-cycl6cMEa9O6bZQ","Hello Bistro","Pittsburgh","PA","15213",3.5,142
"dVhGY-mNwTWQzK01Zxuclw","Yunnan Garden","Las Vegas","NV","89103",3.5,249
"Lyn5sYu1rfxdmntbaOoZJg","Rivers Casino","Pittsburgh","PA","15212",3,169
"gHutuGMMMH-5Qv9DbemLFw","Scott's Generations Restaurant & Delicatessen","Phoenix","AZ","85014",3.5,218
"YILyHegzhy1vlc_LNVfObw","Bottiglia Cucina & Enoteca","Las Vegas","NV","89052",4.5,240
"tCkjFVOL2Crz44D8_FDozg","Iguana Mack's","Chandler","AZ","85224",3,110
"eJ9L40jm5VOXCIq7xs9kQw","Restaurant Bonaparte","Montréal","QC","H2Y 2T1",4.5,164
"TeHB4-F_5Mwg1VE2Uzu0Ag","Buca di Beppo Italian Restaurant","Las Vegas","NV","89109",3,311
"Dxaz8OxaadecnWol18kAtw","Yellowtail","Las Vegas","NV","89109",3.5,722
"9lqPRnnxUA47dacFK9lhtQ","Va Bene Caffè","Las Vegas","NV","89109",3.5,183
"TulmRC5V0--dnXYd_GOSvA","Golden Gate Chinese Restaurant","Mesa","AZ","85202",4,148
"euL4wrPoczkOBkS93pxv5A","Macayo's Mexican Restaurants","Phoenix","AZ","85044",3,104
"k-XN0KuOWPU5xZlfXOVSlA","Ninja City Kitchen and Bar","Cleveland","OH","44106",3.5,134
"27_N5P9HZ86IviONPT_twg","Woodlot Restaurant","Toronto","ON","M6J 2J3",4,221
"zfiSQ1dl3vTJ-og96eqXGA","Beijing Express","Tempe","AZ","85283",4,156
"7JR42RkKub9bsBSeXfAjew","China King Restaurant","Chandler","AZ","85224",3.5,172
"_FXa_6j-6UDsxWo-KX7WvQ","New Mexican Grill","Gilbert","AZ","85295",4,311
"ZQwDPmRTCXFrNJpeqKihJQ","Dominion Square Tavern","Montréal","QC","H3B 2V5",4,217
"kBJfBVaXJtPEKLTov1hJdQ","Reathrey Sekong","Phoenix","AZ","85014",4.5,357
"fzRxHv7XnnDqTmX25tVbJg","Taco Mac","Charlotte","NC","28210",2.5,263
"ttuEwktrkmh3TUlSFPZqAA","Banh Mi Boys","Toronto","ON","M5B",4,340
"AMkZ0TvxfVZfTOHuWTUaTw","Chop & Wok","Scottsdale","AZ","85253",3,197
"umxki_So2--o08q9bkXK6Q","Picazzo's Organic Italian Kitchen","Scottsdale","AZ","85260",3.5,229
"L2iT7pipc455Tgpbo35_mw","CASA Sunbá","Tempe","AZ","85281",3,182
"hRZadfm7OEOzk0qjuk8BXg","Cantina Laredo","Las Vegas","NV","89145",3.5,358
"RADloW1UROUn4FJFU4JJNg","Buster's Sea Cove","Toronto","ON","M5E 1C3",3.5,219
"_xt4ZyvtgY8Xu_O6SpSB5A","Chi's Congee & Noodle House","Mississauga","ON","L5C 3J2",4,109
"UGiMMw54qYxac0eE_cBbaA","Sammy's Beach Bar & Grill","Las Vegas","NV","89169",2,124
"evdJO0v9rvVixieNEnaeJg","Sushiholic","Phoenix","AZ","85018",4.5,258
"IhNASEZ3XnBHmuuVnWdIwA","Brew Tea Bar","Las Vegas","NV","89139",5,769
"WozMtihgXeD7tiiVpShLkg","Von Hanson's Meats & Spirits","Chandler","AZ","85224",4.5,112
"K1qs4e30yoln6scnm-tmyg","ATL Wings","Phoenix","AZ","85018",4.5,116
"6hZgMg9rnDCC0RBVRlkZwQ","Mr Tokyo Japanese Restaurant","Charlotte","NC","28226",4.5,128
"qeJnMI5RmyJ2TZvkqvjn6Q","Biaggi's Ristorante Italiano","Champaign","IL","61820",3.5,157
"BA2tYMpTHR3i7X-6qtcWaw","Tea Light Cafe","Phoenix","AZ","85054",4,276
"wdCH53icp_R2jJDrCZk42g","La Casa Blanca","Chandler","AZ","85225",3,139
"l8k4gOEkfoLKq0mPVWHWGg","Arcadia Tavern","Phoenix","AZ","85018",3.5,356
"Yl2TN9c23ZGLUBSD9ks5Uw","Byblos","Toronto","ON","M5V 3M2",4.5,406
"0D6NKcLzVfQ3RcEPySmzDw","Masa Sushi & Asian Grill","Charlotte","NC","28273",3.5,104
"_MVSmAYSl4RkgXBg5e8JaQ","Original Pancake House","Scottsdale","AZ","85251",3.5,225
"-oSII3bw90cvyLmgsHgmpg","Mokis Hawaiian Grill","Mesa","AZ","85206",3.5,160
"skQ-HIR664Ivp2-A4kOfnA","Cucina Tagliani","Peoria","AZ","85382",3.5,168
"SqL19z7A7LB91RkWWwWvnQ","Yucca Tap Room","Tempe","AZ","85282",4,169
"ml916FaOdF870Jrk0ZQETA","Chompie's Deli","Phoenix","AZ","85032",3.5,330
"Bx7SDDMr5Y278PFIy0nsmQ","Zipps Sports Grill","Gilbert","AZ","85296",3,152
"44kd3YdkhXj5XiSPs5XNjQ","FireRock Steakhouse Las Vegas","Las Vegas","NV","89149",3.5,449
"n8RVrpWpcd3HprzEnJ3RxA","Ranch House Grille","Phoenix","AZ","85018",4,204
"x9HvTsA83c5r-muemxw_9A","Thai Lahna Restaurant","Phoenix","AZ","85018",3,180
"tYbK94fl50os3h_RjpY4gw","Rocco's NY Pizzeria","North Las Vegas","NV","89084",3.5,177
"MHxce6ztMkbYHR8z3Z1q3g","Jack's Deli & Restaurant","Cleveland","OH","44122",4,104
"3oajqiPFhYQJsHHiVCchEQ","Sushi Wa","Henderson","NV","89052",4,295
"xrBQKZbhJMCtaZxeJ0tzTQ","Sushi Tachi","North Las Vegas","NV","89084",3.5,306
"4OUGSeQeASZGn9nSb8Ialg","Sonrisa Grill","Henderson","NV","89011",3.5,203
"0PCBt3JKD6IooicImKNBzA","Nicky's Thai Kitchen","Pittsburgh","PA","15222",4,375
"tzEMKoLQY-ZEE6r0FO_OgA","Henhouse Cafe","Gilbert","AZ","85234",3.5,289
"GcxE5hK_TaHP4EZFDYz2mg","Copacabana Brazilian Steakhouse","Toronto","ON","M5H 1W7",3.5,160
"93FVxoipAIYG07gisMOQhw","Zappone's Italian Bistro","Gilbert","AZ","85234",4,221
"qQvHYQ1uocuEnFcUdhxV_g","The Pub Chip Shop","Pittsburgh","PA","15203",4.5,165
"5h7ra0kJKswSZEzbFSIpaw","Beehive Coffee","Pittsburgh","PA","15203",4,116
"IFXL6wMLBgBSGSiLBjtViA","Celebrity Hotpot","Toronto","ON","M5T 2C2",3.5,132
"AWaxaKm_YgTkxbW8kjsmdg","Moe's Original Bar B Que","Matthews","NC","28105",4,109
"pUUgVNS5nBSoCJsBa3fDGw","The Sushi","Las Vegas","NV","89128",3.5,194
"ODTI9W7fHMKNWZ3g8VcFUg","Mallorca Restaurant","Pittsburgh","PA","15203",3.5,192
"ylxqmxh2gO1yCpQkIk6o3A","Niro's Gyros","Phoenix","AZ","85044",4,168
"nRZjrWIzqKc26KjpBG0fHg","Cafe Princess","Toronto","ON","M2N 5S2",3.5,128
"MhiBpIBNTCAm1Xd3WzRzjQ","Messini Authentic Gyros","Toronto","ON","M4K 1P2",3.5,342
"zMfZLd5_h5W8ZVxTNoeJyQ","Steel Cactus","Pittsburgh","PA","15232",2.5,197
"xfzDtGxx6B4a27RAyah69w","Sushi 21","Las Vegas","NV","89103",4,524
"oPkaBoX_0hVIBV_VXp7nlA","Famous Dave's","Gilbert","AZ","85296",3.5,138
"UXDoc76N59G6p3RUH5S--w","Chase's Diner","Chandler","AZ","85224",4,160
"Cpb142L849ilMzgiSR4a0w","Tina's Filipino Cuisine","Las Vegas","NV","89139",4,142
"OFdMlXxtkU_nUh8jJ4W6GA","Delanie's Coffee","Pittsburgh","PA","15203",4.5,104
"lKq4Qsz13FDcAVgp49uukQ","Slice of Vegas","Las Vegas","NV","89119",3.5,430
"DjvpsmdtEvnyMk2vXxpc-w","Pier 54","Tempe","AZ","85283",3.5,152
"poX-2lODvtmkR6pve8FXFA","Culver's","Phoenix","AZ","85014",3.5,142
"2bTfMJCido0G8U0tk8hDkg","FlatIron Kitchen & Taphouse","Davidson","NC","28036",3.5,119
"ftvZ6BVmbZndKcVPEdakIQ","Arepa Café","Toronto","ON","M5V 2B3",4,176
"oRgoOhwCex1X9j1iQ9ou3w","Crown Prince Fine Dining & Banquet","Toronto","ON","M2H 3B2",3.5,119
"zINKP9rtvo2IUKTZoYJUvQ","Cento","Madison","WI","53703",4,193
"tbmYBmGY9C_-A52rXyHloQ","Hap's Pit Barbecue","Phoenix","AZ","85034",3.5,109
"fiRbomFAAtfTYOTTtnDUcA","Caliente Pizza & Draft House","Pittsburgh","PA","15224",3,177
"e2ApirIzYID9xIye0r_gKQ","Farmer Boys","Las Vegas","NV","89149",3,131
"UGyEr_PMA-v1cuim0gMPlQ","NYPD Pizza","Chandler","AZ","85224",4,173
"f1KNYRXm8fxIjb6rVdyk7Q","Black Angus Steakhouse","Chandler","AZ","85224",3.5,106
"jYqOPpSmtKbKzf0Z_g-Oyg","Flying Biscuit Cafe- Charlotte","Charlotte","NC","28277",3.5,190
"nVAJZ6BJ9PPlxDXn976R6A","In-N-Out Burger","Las Vegas","NV","89103",4,853
"1CP8aJa8ILlfM5deroar0Q","Wingstop","Las Vegas","NV","89103",3.5,100
"JEoi9ITPZM58EnZBAubijA","Vintage Brewing Co.","Madison","WI","53719",3.5,232
"AXr-GJxC4JtjFsY2PoGBWQ","The Tangerine Cafe","Henderson","NV","89052",4,108
"ubEa6XiMt6gOJ9xsUkbpEw","L'Etoile","Madison","WI","53703",4.5,201
"tzl4KHt6ZAwyUJIEyemrtQ","Smith Bros.","Toronto","ON","M1L 4W6",4,187
"SEjyjYlMfFFzkHaru6JadA","Ricardo's Mexican Restaurant","Las Vegas","NV","89103",3.5,316
"7ODXq--HE7QpzvWwgk5rMA","Barberian's Steak House","Toronto","ON","M5G 1H1",4,175
"TA57efJ1C0acoCx5mtLnJg","Chop Chandler","Chandler","AZ","85248",3.5,235
